,min,max
1,10000,50000
2,10000,50000
3,10000,50000
4,10000,50000
5,10000,50000
6,10000,50000
7,10000,50000
8,10000,50000
9,10000,50000
10,10000,50000
11,10000,50000
12,10000,50000
13,10000,50000
14,10000,50000
15,10000,50000
16,10000,50000
17,10000,50000
18,10000,50000
19,10000,50000
20,10000,50000
21,10000,50000
22,10000,50000
23,10000,50000
24,10000,50000
25,10000,50000
26,10000,50000
27,10000,50000
28,10000,50000
29,10000,50000
30,10000,50000
31,10000,50000
32,10000,50000
33,10000,50000
34,10000,50000
35,10000,50000
36,10000,50000
37,10000,50000
38,10000,50000
39,10000,50000
40,10000,50000
41,10000,50000
42,10000,50000
43,10000,50000
44,10000,50000
45,10000,50000
46,10000,50000
47,10000,50000
48,10000,50000
49,10000,50000
50,10000,50000
51,10000,50000
52,10000,50000
53,10000,50000
54,10000,50000
55,10000,50000
56,10000,50000
57,10000,50000
58,10000,50000
59,10000,50000
60,10000,50000
61,10000,50000
62,10000,50000
63,10000,50000
64,10000,50000
65,10000,50000
66,10000,50000
67,10000,50000
68,10000,50000
69,10000,50000
70,10000,50000
71,10000,50000
72,10000,50000
73,10000,50000
74,10000,50000
75,10000,50000
76,10000,50000
77,10000,50000
78,10000,50000
79,10000,50000
80,10000,50000
81,10000,50000
82,10000,50000
83,10000,50000
84,10000,50000
85,10000,50000
86,10000,50000
87,10000,50000
88,10000,50000
89,10000,50000
90,10000,50000
91,10000,50000
92,10000,50000
93,10000,50000
94,10000,50000
95,10000,50000
96,10000,50000
97,10000,50000
98,10000,50000
99,10000,50000
100,10000,50000
101,10000,50000
102,10000,50000
103,10000,50000
104,10000,50000
105,10000,50000
106,10000,50000
107,10000,50000
108,10000,50000
109,10000,50000
110,10000,50000
111,10000,50000
112,10000,50000
113,10000,50000
114,10000,50000
115,10000,50000
116,10000,50000
117,10000,50000
118,10000,50000
119,10000,50000
120,10000,50000
