,min,max
1,804,3216
2,804,3216
3,804,3216
4,804,3216
5,804,3216
6,804,3216
7,804,3216
8,804,3216
9,804,3216
10,804,3216
11,804,3216
12,804,3216
13,804,3216
14,804,3216
15,804,3216
16,804,3216
17,804,3216
18,804,3216
19,804,3216
20,804,3216
21,804,3216
22,804,3216
23,804,3216
24,804,3216
25,804,3216
26,804,3216
27,804,3216
28,804,3216
29,804,3216
30,804,3216
31,804,3216
32,804,3216
33,804,3216
34,804,3216
35,804,3216
36,804,3216
37,804,3216
38,804,3216
39,804,3216
40,804,3216
41,804,3216
42,804,3216
43,804,3216
44,804,3216
45,804,3216
46,804,3216
47,804,3216
48,804,3216
49,804,3216
50,804,3216
51,804,3216
52,804,3216
53,804,3216
54,804,3216
55,804,3216
56,804,3216
57,804,3216
58,804,3216
59,804,3216
60,804,3216
61,804,3216
62,804,3216
63,804,3216
64,804,3216
65,804,3216
66,804,3216
67,804,3216
68,804,3216
69,804,3216
70,804,3216
71,804,3216
72,804,3216
73,804,3216
74,804,3216
75,804,3216
76,804,3216
77,804,3216
78,804,3216
79,804,3216
80,804,3216
81,804,3216
82,804,3216
83,804,3216
84,804,3216
85,804,3216
86,804,3216
87,804,3216
88,804,3216
89,804,3216
90,804,3216
91,804,3216
92,804,3216
93,804,3216
94,804,3216
95,804,3216
96,804,3216
97,804,3216
98,804,3216
99,804,3216
100,804,3216
101,804,3216
102,804,3216
103,804,3216
104,804,3216
105,804,3216
106,804,3216
107,804,3216
108,804,3216
109,804,3216
110,804,3216
111,804,3216
112,804,3216
113,804,3216
114,804,3216
115,804,3216
116,804,3216
117,804,3216
118,804,3216
119,804,3216
120,804,3216
